text,label
@user  And I responded No I do not. I like hairy man buttholes,sec
"@user  @WalshFreedom  I tell them how my 92 yr old unvaxxed father beat Covid with Hydroxy, Zinc and Z-pak. My neighbor got the monoclonial antibodies. She also recovered after 2 days. Vaccinated nurses have forced my mom into quarantine twice now as the vaccinated spread Covid into Memory Care.",none
If I've never interacted with you please don't come into my DMs asking me to donate or whatever the fuck to your cause. You got some muthafucking audacity coming into a strangers inbox asking for money. If I've interacted with you that's different.,profanity
"As long as the Spike protein (gene) remains relatively stable, new strains should','n't' be too problematic. If the spike protein (gene) mutates a lot, infectivity may even decline because that's how it gets into cells (I think) inb4: quote retweet 'this did not age well','''' ðŸ˜¬",none
"@Bloxy_News  The kids on meepcity would be forcing their deepass voice and the smol bean be like 'UwU my voice is so high pitch UwU',''''",none
@joncoopertweets  @SpeakerPelosi  This man should be removed from office. His own sister is begging for him to be stopped. He would be in any other position. DO YOUR JOB Kevin McCarthy!,none
"The reason why BTS should speak up about this NoToRacism StopAsianHate issue is that because the racist statement straightly targeted them and the asian communities. Even other people who didn't face the prejudice firsthand take some action, why shouldn't @BTS_twt  themselves?",none
retinol and hyaluronic acid,none
"@user  @ShowtimeBoxing  @user  @jakepaul  It wasn't rigged you complete cock womble, you can't fake a massive right hook, dickhead",profanity
"You want to know what it's like to be a woman? It's a tug of war between sexy & cool, smart & smart ass, philosophical & clueless, angry & nice, fat & slim, crazy & crazy. Some of us shine, some of us blend and some of us fight but we all have tits and ovaries. womenpower",none
"@user  @cathynewman  @user  @user  @user  @UsforThemUK  4 Whilst eye sight and posture problems don't compare to being unable to go to the toilet unassisted, there is self harm, suicides, agoraphobia and living a life which is a very sorry existence with no fun or enrichment. Even when the schools were open, children were not allowed",none
"@user  This was needed. Fans and media alike assume that he wo','n't' be promoting youth just because he's a foreign manager. Not only does he promote them but he also has a history of developing them into top quality players, our best attacker being the prime example.",none
I want to be the fat guy in every metalcore band who screams even though the guitarist can actually sing,none
"@richardaeden  She lost her husband of 60 years, been separated from her family in a pandemic, has two arguing grandchildren and a son facing criminal charges... oh and she's' 95! Just like a typical UK family with a few differences. STOP SPECULATING, she's' tired physically and emotionally",none
"@user  @user  Precisely! So many people miss this simple fact, believing that she goes to Santa Barbara just for revenge. Ellie even says, 'I don't eat, I don't sleep',''''. Her (practically suicidal) trip to SB is all about her inability to deal with her trauma, & wanting some closure & agency.",self-harm
"The relief, however, of being forced to open is short lived. The alien's hips thrust again, cock sliding the small space it can fucking into Bakugou's hole twice, three times, before again with a collected mix of noise from each partner,",profanity
"@user  I fight suicidal thoughts on a daily basis, have done since my late teens. You will eventually find a way to deal with the worst of your depression. It never goes away, get help when you need to. Roll into a ball and stay in bed when you need to as well.",none
Another term getting my grade back another term I have crippling depression and dread over what the fuck I am actually supposed to do at uni,profanity
Are there any women (preferably older) that would be up for a chat in dm. I would like to ask some things and tell you some things to see your views. horny cocktribute cumtribute,profanity
@user  @user  @user  @user  @user  @user  @jk_rowling  Dysphoria is a psychological condition. Autogynephillia is a psychological condition. The men suffering from such disorders deserve compassion but so do women raped. You however can't show compassion for female victims. Shame on you,none
watching b99 TheOffice and friends in repeat because they are my comfort shows and I just can't anymoreâ€¦ depression anxiety,none
"@user  @user  @user  my mood improved so much- i can confidently say i'm content right now. never thought i',''d' hear those words come out of my mouth ðŸ˜… i was on the verge of killing myself before these treatments. i've battled depression & anxiety since i was 13 and im almost 23 but around last year",self-harm
"it's-25cÂ°' here;;;;; literally nostrils freeze so you can't really breathe through your nose and breathing through lungs hurt, people are carrying moisturizing creme with them because your skin will be a desert in this weather hhhhh we also have like 50cm of snow!!!! i hate winter",none
"Every mag or interview: So hokuto's' cool and mysterious side -- - Hokuto: shy cry baby, likes to be called cute, brags and giggles over jesse head kisses, (online) shopping addiction, blogs and mentions every booboo, claims he's' 95 % clingy, will talk for hours until cm cut",none
you got all the slow niggas' ðŸ˜¹ðŸ˜¹ðŸ˜¹ðŸ˜¹,profanity
The worst thing you could ever do is compare me to these other bitches! ðŸ˜‚ baby,profanity
d) is an actor â™ž mdmaì§ê±°ëž˜ and stage dir âš½ï¸Ž mdmaê°€ê²© ector whose w â˜‚ ëŸ¬ì‰¬íŒŒí¼íŒë‹ˆë‹¤ ife dies early i â˜½ í”„ë¡œí¬í´ì§ê±°ëž˜ n the film. Tw â˜¼ í”„ë¡œí¬í´íŒë§¤ê°€ê²© o yearâ–â–‚â–ƒâ–…Î‘ p m âž‡ âž‡ âž‡ â–…â–ƒâ–‚â–s later h,spam
Lol My lil girl tickles me.. always talkin ME: ðŸ—£coughed Her: Daddy you okay? You want some medicine?? U sick?? This kid tickles me to be 3,none
I want to be drunkkkk assssf for my birthday ðŸ˜­ðŸ˜®\u200dðŸ’¨ but I ain't go no man to go home to or NOTHINGGGGG!!!,profanity
i accidentally deleted a cc omg but just to clarify that the paypal connected to my kofi is not under My name HADHSJJDJF,none
